# Date:     2017-10-18 19:39:03
# Database: phot
# Target:   bul2
# Query:    Ngood>=100 and Ngood<=1000 and I>=14 and I<=16 and Isig>=.1 and Isig<=.3 and Imed<=I 
# Objects:  1411
# Columns:
# Field	StarID	StarCat	RA	Decl	Pgood	I	Isig	Imed	Imederr
BUL_SC2	278797	180418.27-290151.2	18.071742	-29.03088	59	14.003	0.112	13.978	0.009
BUL_SC37	264204	175216.00-294802.9	17.871110	-29.80081	53	14.018	0.111	14.012	0.007
BUL_SC5	200524	175023.41-302216.5	17.839837	-30.37126	27	14.019	0.191	13.968	0.010
BUL_SC12	484729	181633.48-234824.1	18.275967	-23.80671	41	14.021	0.124	14.009	0.007
BUL_SC31	523410	180226.31-282709.4	18.040643	-28.45262	77	14.026	0.130	13.967	0.008
BUL_SC24	38245	175249.76-330452.3	17.880489	-33.08119	49	14.027	0.108	14.018	0.008
BUL_SC37	106	175213.98-302248.9	17.870549	-30.38025	41	14.037	0.124	14.034	0.008
BUL_SC37	81209	175210.26-295414.5	17.869517	-29.90403	60	14.038	0.144	14.031	0.008
BUL_SC37	172167	175218.58-301958.6	17.871827	-30.33294	26	14.040	0.112	14.031	0.008
BUL_SC5	339725	175039.35-301153.8	17.844264	-30.19827	60	14.052	0.191	14.003	0.008
BUL_SC3	175915	175310.50-293836.7	17.886250	-29.64353	63	14.059	0.191	14.052	0.007
BUL_SC34	63674	175755.29-291826.0	17.965357	-29.30723	92	14.078	0.161	14.042	0.008
BUL_SC37	598727	175250.30-295019.6	17.880639	-29.83878	26	14.085	0.182	14.057	0.010
BUL_SC24	47534	175248.33-325951.3	17.880091	-32.99758	53	14.087	0.146	14.075	0.009
BUL_SC34	109849	175754.03-290831.2	17.965009	-29.14200	72	14.088	0.162	14.008	0.007
BUL_SC25	274684	175423.46-323656.6	17.906518	-32.61572	45	14.090	0.101	14.082	0.007
BUL_SC37	19217	175213.99-301619.4	17.870553	-30.27205	55	14.097	0.101	14.084	0.008
BUL_SC37	586896	175255.17-295144.9	17.881992	-29.86248	63	14.100	0.143	14.062	0.007
BUL_SC43	382847	173539.27-272202.7	17.594243	-27.36741	42	14.100	0.142	14.072	0.009
BUL_SC21	779858	180052.30-285054.5	18.014526	-28.84847	66	14.102	0.233	14.016	0.010
BUL_SC24	192003	175316.77-330908.1	17.887991	-33.15224	36	14.106	0.103	14.096	0.008
BUL_SC37	320489	175231.10-293042.2	17.875307	-29.51172	45	14.107	0.129	14.098	0.008
BUL_SC37	100583	175209.26-294711.2	17.869238	-29.78644	61	14.108	0.101	14.107	0.010
BUL_SC4	369417	175423.07-292435.9	17.906408	-29.40999	23	14.110	0.113	14.099	0.011
BUL_SC37	100549	175207.23-294809.2	17.868675	-29.80256	45	14.116	0.177	14.072	0.008
BUL_SC42	93475	180835.11-264712.5	18.143087	-26.78681	43	14.116	0.146	14.074	0.008
BUL_SC37	93	175213.74-302324.7	17.870484	-30.39020	29	14.126	0.107	14.108	0.009
BUL_SC37	576607	175249.99-295416.4	17.880552	-29.90455	48	14.136	0.118	14.134	0.011
BUL_SC19	688883	180820.80-265609.8	18.139111	-26.93605	74	14.143	0.117	14.109	0.008
BUL_SC38	210880	180118.85-301520.6	18.021902	-30.25572	77	14.148	0.169	14.105	0.007
BUL_SC37	100518	175205.52-294922.1	17.868201	-29.82281	27	14.150	0.104	14.138	0.007
BUL_SC33	338909	180526.63-283528.8	18.090730	-28.59133	80	14.153	0.102	14.117	0.008
BUL_SC22	11668	175615.64-311034.9	17.937679	-31.17636	41	14.157	0.239	14.143	0.008
BUL_SC42	418437	180907.02-263816.3	18.151949	-26.63787	39	14.157	0.109	14.116	0.009
BUL_SC37	63625	175204.56-300124.3	17.867933	-30.02340	33	14.163	0.119	14.149	0.009
BUL_SC16	637998	181027.91-260903.7	18.174419	-26.15102	42	14.185	0.132	14.158	0.008
BUL_SC18	24025	180633.53-273209.2	18.109314	-27.53589	58	14.185	0.119	14.180	0.008
BUL_SC4	51850	175407.44-295641.4	17.902066	-29.94483	58	14.190	0.152	14.117	0.010
BUL_SC24	286321	175312.35-323202.3	17.886765	-32.53396	37	14.193	0.114	14.192	0.008
BUL_SC3	513210	175346.79-295558.8	17.896331	-29.93300	54	14.196	0.135	14.188	0.009
BUL_SC21	323839	180008.31-285640.9	18.002310	-28.94470	83	14.198	0.129	14.167	0.008
BUL_SC1	618520	180300.26-300209.7	18.050073	-30.03602	64	14.199	0.138	14.157	0.009
BUL_SC37	202881	175228.58-300826.1	17.874604	-30.14058	56	14.199	0.154	14.156	0.008
BUL_SC37	202860	175220.72-300858.8	17.872423	-30.14967	39	14.204	0.113	14.188	0.009
BUL_SC1	58843	180209.60-300619.0	18.035999	-30.10528	48	14.205	0.182	14.134	0.008
BUL_SC2	52802	180403.52-290316.3	18.067646	-29.05452	84	14.215	0.102	14.195	0.008
BUL_SC24	47500	175249.33-330109.8	17.880369	-33.01939	38	14.219	0.128	14.205	0.007
BUL_SC24	516793	175336.92-325724.9	17.893588	-32.95691	33	14.222	0.100	14.212	0.008
BUL_SC3	635676	175400.48-301642.7	17.900134	-30.27854	51	14.235	0.287	14.100	0.009
BUL_SC37	320490	175228.96-293039.4	17.874712	-29.51095	46	14.241	0.117	14.236	0.008
BUL_SC20	29057	175855.94-291057.0	17.982204	-29.18250	95	14.256	0.259	14.186	0.008
BUL_SC3	550946	175345.27-294544.8	17.895909	-29.76243	49	14.260	0.142	14.209	0.008
BUL_SC21	753520	180044.00-285731.2	18.012222	-28.95865	84	14.261	0.104	14.229	0.008
BUL_SC30	246685	180110.41-290245.3	18.019558	-29.04591	31	14.264	0.108	14.207	0.011
BUL_SC33	379755	180524.34-282550.2	18.090096	-28.43062	63	14.271	0.185	14.227	0.008
BUL_SC5	200533	175030.54-302150.0	17.841817	-30.36390	31	14.274	0.141	14.262	0.010
BUL_SC26	56057	174645.94-350759.5	17.779429	-35.13319	60	14.280	0.114	14.238	0.008
BUL_SC37	533341	175302.22-300824.5	17.883950	-30.14013	66	14.280	0.115	14.266	0.008
BUL_SC24	432671	175321.33-323235.0	17.889258	-32.54307	48	14.283	0.118	14.273	0.007
BUL_SC33	715519	180602.10-283106.1	18.100583	-28.51835	45	14.291	0.190	14.204	0.009
BUL_SC27	69427	174800.89-351321.2	17.800247	-35.22256	33	14.292	0.186	14.230	0.008
BUL_SC39	575306	175552.83-292411.6	17.931341	-29.40321	58	14.298	0.149	14.244	0.007
BUL_SC20	81952	175852.01-285834.3	17.981115	-28.97619	88	14.313	0.144	14.260	0.008
BUL_SC24	77474	175258.94-325031.5	17.883040	-32.84209	55	14.315	0.115	14.307	0.007
BUL_SC26	542475	174731.36-343144.1	17.792044	-34.52893	62	14.320	0.125	14.279	0.007
BUL_SC37	100574	175203.85-294733.3	17.867737	-29.79259	64	14.343	0.102	14.342	0.010
BUL_SC37	19208	175206.75-301636.0	17.868543	-30.27666	40	14.346	0.113	14.336	0.009
BUL_SC37	202865	175217.15-300849.1	17.871432	-30.14698	43	14.347	0.132	14.342	0.008
BUL_SC29	184522	174756.36-370925.3	17.798988	-37.15701	34	14.355	0.112	14.318	0.008
BUL_SC24	77468	175301.02-325047.9	17.883617	-32.84663	42	14.362	0.165	14.361	0.009
BUL_SC34	48079	175749.57-292322.4	17.963768	-29.38954	87	14.368	0.101	14.318	0.008
BUL_SC24	153418	175250.26-322745.4	17.880629	-32.46262	40	14.369	0.127	14.350	0.008
BUL_SC3	188770	175312.63-293459.1	17.886841	-29.58309	66	14.371	0.106	14.360	0.009
BUL_SC17	59248	181041.76-262159.5	18.178268	-26.36653	61	14.371	0.108	14.370	0.008
BUL_SC24	38250	175247.76-330423.5	17.879933	-33.07318	54	14.371	0.173	14.355	0.009
BUL_SC39	552528	175542.95-293120.6	17.928598	-29.52239	71	14.371	0.105	14.324	0.007
BUL_SC24	47486	175248.17-330149.7	17.880046	-33.03048	30	14.373	0.197	14.351	0.007
BUL_SC18	543410	180710.00-265139.4	18.119445	-26.86093	77	14.381	0.107	14.349	0.008
BUL_SC24	153417	175249.96-322745.3	17.880545	-32.46260	38	14.386	0.117	14.378	0.009
BUL_SC22	219915	175632.29-310605.1	17.942302	-31.10143	70	14.387	0.119	14.348	0.008
BUL_SC37	123072	175208.35-294121.0	17.868986	-29.68918	32	14.387	0.106	14.360	0.008
BUL_SC37	348823	175247.70-301843.0	17.879917	-30.31193	70	14.412	0.158	14.397	0.008
BUL_SC23	215904	175746.04-313509.8	17.962789	-31.58605	64	14.418	0.116	14.387	0.008
BUL_SC37	512471	175257.17-301705.8	17.882547	-30.28495	26	14.420	0.100	14.415	0.008
BUL_SC37	243331	175227.10-295457.1	17.874194	-29.91587	41	14.424	0.182	14.399	0.009
BUL_SC5	348814	175044.17-300804.1	17.845602	-30.13448	29	14.425	0.120	14.415	0.009
BUL_SC20	468626	175923.41-290157.1	17.989837	-29.03252	91	14.432	0.134	14.398	0.008
BUL_SC34	621972	175831.62-290115.6	17.975451	-29.02101	88	14.439	0.175	14.364	0.008
BUL_SC34	562351	175826.75-291818.6	17.974097	-29.30515	37	14.443	0.137	14.398	0.008
BUL_SC24	29484	175251.78-330805.2	17.881051	-33.13477	32	14.454	0.191	14.440	0.009
BUL_SC3	383231	175318.55-293746.4	17.888487	-29.62955	73	14.459	0.101	14.444	0.009
BUL_SC22	244293	175639.60-310056.8	17.944332	-31.01577	50	14.462	0.148	14.426	0.009
BUL_SC32	11888	180255.47-290120.3	18.048743	-29.02232	58	14.465	0.109	14.437	0.009
BUL_SC22	296110	175633.39-304504.3	17.942608	-30.75120	82	14.470	0.123	14.447	0.008
BUL_SC5	120844	175020.32-300930.1	17.838978	-30.15836	41	14.478	0.105	14.474	0.009
BUL_SC37	297238	175221.48-293751.1	17.872634	-29.63085	51	14.481	0.118	14.474	0.009
BUL_SC5	414844	175042.03-293636.8	17.845009	-29.61021	54	14.484	0.100	14.484	0.010
BUL_SC34	888115	175837.30-285539.3	17.977028	-28.92758	83	14.485	0.110	14.478	0.009
BUL_SC24	47498	175248.84-330112.2	17.880233	-33.02006	36	14.487	0.147	14.473	0.008
BUL_SC25	438575	175434.53-323359.4	17.909591	-32.56651	47	14.490	0.250	14.422	0.007
BUL_SC5	386287	175053.98-295022.4	17.848329	-29.83955	54	14.492	0.101	14.492	0.010
BUL_SC34	109891	175754.66-291103.9	17.965182	-29.18441	83	14.498	0.130	14.459	0.009
BUL_SC31	47182	180156.88-284824.4	18.032466	-28.80677	81	14.503	0.138	14.454	0.008
BUL_SC3	90110	175314.17-295851.3	17.887269	-29.98092	75	14.504	0.159	14.480	0.008
BUL_SC15	39425	174750.63-231735.5	17.797397	-23.29321	47	14.506	0.130	14.503	0.008
BUL_SC37	544321	175250.50-300635.0	17.880695	-30.10972	52	14.506	0.155	14.478	0.008
BUL_SC30	670842	180156.87-284824.3	18.032464	-28.80676	52	14.514	0.135	14.471	0.010
BUL_SC21	323807	180017.16-285729.0	18.004766	-28.95805	39	14.518	0.123	14.499	0.012
BUL_SC36	189724	180506.63-273625.4	18.085176	-27.60706	92	14.530	0.225	14.475	0.008
BUL_SC20	740971	175941.06-283841.3	17.994738	-28.64481	36	14.540	0.169	14.496	0.010
BUL_SC37	224285	175217.41-300141.8	17.871503	-30.02827	49	14.540	0.128	14.500	0.008
BUL_SC33	627019	180558.88-285726.8	18.099690	-28.95746	70	14.547	0.258	14.450	0.007
BUL_SC5	339718	175039.50-301210.0	17.844305	-30.20277	41	14.548	0.108	14.546	0.011
BUL_SC29	55403	174739.73-370747.9	17.794370	-37.12996	74	14.550	0.149	14.497	0.008
BUL_SC24	97818	175249.77-324212.1	17.880491	-32.70335	53	14.553	0.103	14.544	0.008
BUL_SC5	83022	174955.69-293250.0	17.832136	-29.54722	65	14.557	0.102	14.549	0.011
BUL_SC16	10514	180941.31-263920.5	18.161476	-26.65570	78	14.559	0.120	14.524	0.007
BUL_SC34	548766	175819.53-292115.6	17.972092	-29.35432	63	14.559	0.167	14.531	0.008
BUL_SC31	85512	180157.25-284000.9	18.032570	-28.66692	93	14.564	0.208	14.474	0.008
BUL_SC24	536258	175340.39-325017.8	17.894552	-32.83829	84	14.571	0.101	14.562	0.008
BUL_SC37	133358	175207.12-293707.4	17.868645	-29.61873	55	14.572	0.118	14.572	0.009
BUL_SC43	216869	173507.68-265138.5	17.585466	-26.86070	31	14.576	0.120	14.562	0.010
BUL_SC37	555995	175252.83-300403.6	17.881343	-30.06765	81	14.582	0.121	14.563	0.008
BUL_SC3	275145	175333.01-300538.1	17.892502	-30.09393	75	14.588	0.117	14.588	0.008
BUL_SC7	362461	180927.71-322752.4	18.157698	-32.46455	62	14.595	0.224	14.496	0.008
BUL_SC37	331190	175246.09-302533.9	17.879471	-30.42607	33	14.600	0.126	14.581	0.009
BUL_SC23	192013	175735.51-304504.6	17.959865	-30.75127	80	14.603	0.114	14.601	0.009
BUL_SC24	192002	175307.62-330910.0	17.885450	-33.15278	32	14.627	0.105	14.614	0.008
BUL_SC4	623756	175455.06-295825.8	17.915293	-29.97385	87	14.631	0.128	14.583	0.010
BUL_SC5	258107	175023.32-295420.5	17.839812	-29.90569	48	14.632	0.104	14.621	0.009
BUL_SC29	39077	174751.22-371500.1	17.797560	-37.25004	39	14.636	0.172	14.555	0.008
BUL_SC6	367378	180819.46-314751.3	18.138738	-31.79758	41	14.640	0.132	14.592	0.008
BUL_SC7	96815	180838.57-314635.2	18.144048	-31.77645	38	14.642	0.123	14.619	0.010
BUL_SC22	309770	175647.21-304245.8	17.946447	-30.71272	91	14.644	0.127	14.643	0.008
BUL_SC30	98969	180105.85-284812.6	18.018291	-28.80349	78	14.646	0.115	14.629	0.009
BUL_SC38	314944	180126.15-294620.9	18.023931	-29.77247	82	14.647	0.132	14.605	0.008
BUL_SC4	648283	175452.26-295309.5	17.914517	-29.88597	84	14.648	0.116	14.617	0.010
BUL_SC5	16584	175003.53-301331.0	17.834314	-30.22529	31	14.655	0.155	14.624	0.011
BUL_SC37	253147	175224.20-295301.3	17.873389	-29.88370	88	14.655	0.127	14.629	0.009
BUL_SC39	764066	175605.33-292125.4	17.934815	-29.35706	93	14.665	0.119	14.644	0.008
BUL_SC3	293	175310.98-302412.9	17.886383	-30.40357	91	14.675	0.135	14.620	0.008
BUL_SC28	18453	174634.36-372445.7	17.776210	-37.41268	61	14.675	0.169	14.609	0.008
BUL_SC34	388943	175803.44-290113.4	17.967623	-29.02039	94	14.678	0.170	14.638	0.008
BUL_SC21	571060	180024.44-284843.5	18.006788	-28.81209	88	14.689	0.158	14.630	0.009
BUL_SC44	109377	174921.21-295731.3	17.822557	-29.95868	49	14.691	0.135	14.667	0.010
BUL_SC3	408322	175334.16-293204.4	17.892823	-29.53456	93	14.695	0.187	14.666	0.009
BUL_SC29	439262	174834.45-370204.7	17.809568	-37.03465	63	14.700	0.164	14.635	0.008
BUL_SC24	38225	175247.83-330541.9	17.879954	-33.09498	32	14.702	0.236	14.680	0.008
BUL_SC23	433371	175759.95-312325.4	17.966654	-31.39039	72	14.703	0.197	14.630	0.009
BUL_SC5	75615	175005.40-293720.9	17.834833	-29.62247	53	14.705	0.111	14.705	0.010
BUL_SC5	22850	175004.36-300949.8	17.834545	-30.16383	35	14.707	0.105	14.701	0.010
BUL_SC5	200687	175032.88-302146.2	17.842465	-30.36282	58	14.710	0.109	14.707	0.011
BUL_SC22	11670	175623.76-311027.9	17.939932	-31.17442	77	14.710	0.117	14.691	0.008
BUL_SC19	350901	180759.31-265436.4	18.133141	-26.91012	47	14.713	0.262	14.596	0.008
BUL_SC37	63773	175206.01-300212.2	17.868335	-30.03673	86	14.713	0.100	14.672	0.008
BUL_SC5	271178	175030.28-294710.4	17.841744	-29.78624	58	14.719	0.150	14.690	0.009
BUL_SC32	87612	180308.46-284102.1	18.052349	-28.68391	96	14.722	0.200	14.652	0.009
BUL_SC37	533375	175248.60-301128.3	17.880166	-30.19120	76	14.722	0.131	14.673	0.010
BUL_SC27	506616	174833.43-344523.7	17.809286	-34.75659	87	14.724	0.177	14.654	0.008
BUL_SC40	128564	175039.44-325736.9	17.844288	-32.96024	39	14.724	0.104	14.719	0.012
BUL_SC5	95231	175017.02-302240.6	17.838060	-30.37795	53	14.729	0.114	14.721	0.011
BUL_SC20	763968	175942.02-282852.3	17.995006	-28.48120	96	14.734	0.153	14.685	0.008
BUL_SC5	43716	174951.47-295407.8	17.830963	-29.90216	38	14.741	0.108	14.731	0.010
BUL_SC5	422094	175039.68-293345.3	17.844356	-29.56259	56	14.746	0.120	14.739	0.010
BUL_SC44	159245	174929.41-301930.8	17.824835	-30.32522	31	14.748	0.104	14.741	0.010
BUL_SC36	218394	180502.38-273058.2	18.083994	-27.51618	79	14.756	0.110	14.730	0.008
BUL_SC37	224485	175227.47-300136.9	17.874298	-30.02692	91	14.757	0.118	14.720	0.008
BUL_SC5	114570	175007.35-301056.0	17.835376	-30.18223	62	14.759	0.178	14.748	0.009
BUL_SC5	393233	175051.75-294903.3	17.847709	-29.81758	38	14.772	0.180	14.752	0.009
BUL_SC5	284868	175028.65-293950.8	17.841293	-29.66411	71	14.775	0.121	14.764	0.010
BUL_SC48	9558	172738.03-400501.8	17.460563	-40.08384	63	14.779	0.100	14.750	0.007
BUL_SC5	139922	175020.82-295914.9	17.839117	-29.98746	27	14.780	0.105	14.770	0.011
BUL_SC26	313683	174706.76-344822.0	17.785211	-34.80610	33	14.783	0.102	14.733	0.011
BUL_SC44	171096	174922.46-301111.6	17.822905	-30.18656	56	14.783	0.106	14.760	0.010
BUL_SC25	460321	175433.05-322705.6	17.909180	-32.45156	30	14.787	0.102	14.775	0.011
BUL_SC47	234421	172738.02-400501.8	17.460560	-40.08383	69	14.788	0.101	14.760	0.008
BUL_SC5	158586	175019.16-294737.4	17.838656	-29.79373	66	14.790	0.138	14.753	0.009
BUL_SC4	194227	175406.61-291622.1	17.901835	-29.27281	89	14.791	0.189	14.727	0.008
BUL_SC31	340847	180213.60-282442.8	18.037111	-28.41188	83	14.793	0.163	14.756	0.008
BUL_SC27	81472	174757.93-351021.1	17.799426	-35.17254	82	14.795	0.112	14.751	0.007
BUL_SC38	292000	180115.07-295005.8	18.020851	-29.83493	93	14.795	0.165	14.736	0.009
BUL_SC1	179570	180200.59-293158.7	18.033498	-29.53297	39	14.796	0.158	14.747	0.010
BUL_SC4	106753	175417.86-294334.1	17.904962	-29.72613	86	14.796	0.239	14.726	0.011
BUL_SC1	421023	180234.12-300937.6	18.042812	-30.16045	90	14.807	0.101	14.794	0.008
BUL_SC5	152121	175007.24-295003.1	17.835345	-29.83418	64	14.808	0.135	14.808	0.011
BUL_SC19	224785	180748.82-273139.9	18.130227	-27.52776	90	14.809	0.104	14.779	0.009
BUL_SC17	545854	181122.15-263106.3	18.189485	-26.51842	93	14.810	0.151	14.763	0.008
BUL_SC21	192822	175954.84-283046.1	17.998567	-28.51282	54	14.814	0.122	14.812	0.013
BUL_SC5	82949	175002.62-293428.2	17.834062	-29.57449	35	14.815	0.184	14.783	0.012
BUL_SC5	339930	175038.14-301122.2	17.843927	-30.18950	86	14.821	0.160	14.768	0.011
BUL_SC21	91346	175953.51-285637.5	17.998198	-28.94374	90	14.821	0.167	14.821	0.008
BUL_SC3	341515	175329.21-294852.5	17.891448	-29.81457	97	14.825	0.207	14.768	0.008
BUL_SC5	16656	175003.64-301148.7	17.834345	-30.19686	53	14.825	0.155	14.821	0.011
BUL_SC37	566991	175258.31-295757.4	17.882865	-29.96596	84	14.825	0.142	14.799	0.010
BUL_SC20	407717	175934.09-292032.6	17.992802	-29.34240	78	14.826	0.162	14.826	0.010
BUL_SC39	415405	175536.64-291910.6	17.926844	-29.31960	91	14.826	0.100	14.816	0.008
BUL_SC5	43673	175000.00-295526.8	17.833334	-29.92412	26	14.833	0.164	14.811	0.012
BUL_SC20	572354	175927.62-283031.6	17.991005	-28.50877	90	14.836	0.148	14.785	0.009
BUL_SC31	726948	180247.68-282441.3	18.046576	-28.41148	96	14.836	0.184	14.786	0.009
BUL_SC4	52168	175405.65-295513.7	17.901571	-29.92048	70	14.839	0.114	14.824	0.012
BUL_SC5	139930	175014.18-295857.2	17.837272	-29.98256	32	14.839	0.102	14.827	0.012
BUL_SC44	260705	174945.98-300740.1	17.829438	-30.12781	45	14.839	0.128	14.815	0.009
BUL_SC3	103605	175315.48-295447.3	17.887634	-29.91314	29	14.840	0.106	14.793	0.010
BUL_SC27	175215	174757.65-344220.2	17.799346	-34.70561	61	14.845	0.216	14.764	0.009
BUL_SC3	756832	175359.23-294340.1	17.899786	-29.72779	26	14.847	0.104	14.836	0.013
BUL_SC38	143859	180108.22-294225.8	18.018950	-29.70716	86	14.850	0.150	14.816	0.009
BUL_SC39	296085	175525.62-294925.4	17.923784	-29.82373	95	14.851	0.101	14.815	0.008
BUL_SC39	282229	175530.59-295244.4	17.925163	-29.87901	97	14.854	0.133	14.804	0.008
BUL_SC5	145594	175010.79-295349.7	17.836331	-29.89715	54	14.855	0.106	14.845	0.011
BUL_SC37	133492	175214.92-293830.3	17.870810	-29.64174	87	14.859	0.197	14.784	0.009
BUL_SC43	287219	173528.03-271423.6	17.591120	-27.23989	46	14.859	0.105	14.859	0.010
BUL_SC45	125892	180305.30-294837.7	18.051472	-29.81046	86	14.861	0.143	14.824	0.010
BUL_SC39	515832	175540.47-294435.7	17.927909	-29.74326	84	14.862	0.167	14.785	0.010
BUL_SC5	83010	175000.50-293310.3	17.833473	-29.55286	61	14.863	0.101	14.859	0.011
BUL_SC44	45039	174901.92-294927.7	17.817200	-29.82437	44	14.864	0.109	14.855	0.009
BUL_SC5	414863	175048.53-293601.5	17.846815	-29.60042	66	14.865	0.132	14.837	0.010
BUL_SC26	686633	174737.56-344454.1	17.793767	-34.74835	48	14.865	0.143	14.837	0.009
BUL_SC44	260734	174951.33-300621.8	17.830926	-30.10607	57	14.866	0.250	14.819	0.008
BUL_SC19	109496	180745.77-270614.2	18.129380	-27.10395	81	14.868	0.125	14.817	0.008
BUL_SC22	672762	175706.52-303611.7	17.951810	-30.60325	73	14.868	0.255	14.766	0.009
BUL_SC37	9054	175207.67-302025.1	17.868797	-30.34031	87	14.868	0.129	14.856	0.009
BUL_SC21	121524	175952.45-284849.8	17.997902	-28.81382	83	14.874	0.223	14.775	0.008
BUL_SC18	326157	180655.86-270519.9	18.115517	-27.08885	82	14.876	0.102	14.867	0.009
BUL_SC9	120322	182353.79-215024.8	18.398276	-21.84021	59	14.879	0.129	14.824	0.008
BUL_SC5	43678	174953.82-295521.3	17.831616	-29.92260	34	14.880	0.100	14.864	0.009
BUL_SC21	584427	180030.00-284455.4	18.008333	-28.74873	91	14.884	0.104	14.879	0.010
BUL_SC4	545516	175441.74-292753.1	17.911595	-29.46475	92	14.886	0.128	14.838	0.010
BUL_SC21	557593	180031.60-285507.9	18.008778	-28.91886	82	14.888	0.146	14.833	0.009
BUL_SC2	135172	180359.73-284355.0	18.066592	-28.73194	78	14.890	0.145	14.831	0.009
BUL_SC5	292513	175026.75-293559.9	17.840764	-29.59998	59	14.890	0.110	14.874	0.011
BUL_SC5	28538	174951.34-300621.8	17.830926	-30.10607	32	14.891	0.246	14.881	0.010
BUL_SC39	68193	175518.85-295407.8	17.921903	-29.90217	95	14.892	0.149	14.844	0.010
BUL_SC46	196685	180430.96-301303.3	18.075266	-30.21758	93	14.893	0.115	14.862	0.009
BUL_SC1	247478	180225.22-300612.9	18.040339	-30.10358	84	14.894	0.125	14.864	0.009
BUL_SC6	304503	180806.88-321549.5	18.135245	-32.26374	87	14.894	0.126	14.855	0.007
BUL_SC32	168518	180307.97-281802.3	18.052213	-28.30064	96	14.895	0.110	14.864	0.008
BUL_SC5	284883	175037.98-293923.5	17.843884	-29.65653	63	14.898	0.120	14.893	0.010
BUL_SC5	28552	175000.01-300605.0	17.833335	-30.10138	43	14.899	0.140	14.895	0.011
BUL_SC5	258080	175031.99-295507.4	17.842219	-29.91872	30	14.901	0.105	14.877	0.012
BUL_SC35	27507	180401.67-281721.9	18.067130	-28.28942	89	14.901	0.103	14.866	0.009
BUL_SC14	445956	174707.78-224710.7	17.785495	-22.78630	85	14.903	0.107	14.876	0.008
BUL_SC20	444866	175927.88-290738.0	17.991077	-29.12722	84	14.909	0.111	14.882	0.010
BUL_SC28	18457	174630.93-372443.6	17.775257	-37.41210	54	14.909	0.179	14.878	0.009
BUL_SC36	543243	180538.36-275645.5	18.093990	-27.94598	82	14.909	0.111	14.869	0.011
BUL_SC36	557695	180534.37-275315.5	18.092880	-27.88764	94	14.914	0.113	14.875	0.010
BUL_SC42	19909	180835.26-271105.5	18.143128	-27.18486	69	14.914	0.114	14.894	0.009
BUL_SC41	353220	175222.22-331741.1	17.872839	-33.29476	65	14.916	0.144	14.910	0.010
BUL_SC5	400010	175040.91-294528.8	17.844697	-29.75799	30	14.921	0.100	14.918	0.010
BUL_SC39	515853	175549.50-294418.8	17.930417	-29.73856	67	14.921	0.182	14.857	0.010
BUL_SC30	286113	180121.02-285129.0	18.022506	-28.85805	82	14.923	0.111	14.881	0.011
BUL_SC34	48002	175751.95-292459.3	17.964431	-29.41647	73	14.923	0.153	14.881	0.008
BUL_SC44	205532	174926.55-294543.2	17.824042	-29.76199	70	14.925	0.160	14.904	0.009
